region,year,month,temp_max,temp_avg_daily_max,temp_min_daily_max,temp_max_daily_avg,temp_avg,temp_min_daily_avg,temp_max_daily_min,temp_avg_daily_min,temp_min,dew_pt_max,dew_pt_avg,dew_pt_min,precipitation_max,precipitation_avg,precipitation_min,precipitation_sum,snow_depth_max,snow_depth_avg,snow_depth_min,snow_depth_sum,wind_max,wind_avg,wind_min,gust_max,gust_avg,gust_min,sea_level_preassure_max,sea_level_preassure_avg,sea_level_preassure_min
andaman-and-nicobar-islands,2010,january,28.0°C (82.4°F),27.55°C (81.59°F),27.0°C (80.6°F),28.0°C (82.4°F),27.42°C (81.36°F),27.0°C (80.6°F),28.0°C (82.4°F),27.13°C (80.83°F),26.0°C (78.8°F),24.0°C (75.2°F),23.13°C (73.63°F),21.0°C (69.8°F),5.3mm | 0.21in,0.9mm | 0.04in,0.0mm | 0in,28.0mm | 1.1in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,26.0kmh | 16.16mph,17.71kmh | 11.0mph,10.0kmh | 6.21mph,35.0kmh | 21.75mph,24.71kmh | 15.35mph,15.0kmh | 9.32mph,5.3mb,0.9mb,0.0mb
gujarat,2014,february,32.0°C (89.6°F),29.07°C (84.33°F),26.0°C (78.8°F),28.0°C (82.4°F),25.39°C (77.7°F),22.0°C (71.6°F),21.0°C (69.8°F),18.18°C (64.72°F),15.0°C (59.0°F),14.0°C (57.2°F),6.04°C (42.87°F),-2.0°C (28.4°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,13.89kmh | 8.63mph,8.0kmh | 4.97mph,31.0kmh | 19.26mph,21.57kmh | 13.4mph,12.0kmh | 7.46mph,0.0mb,0.0mb,0.0mb
gujarat,2014,march,38.0°C (100.4°F),34.23°C (93.61°F),28.0°C (82.4°F),34.0°C (93.2°F),30.48°C (86.86°F),25.0°C (77.0°F),24.0°C (75.2°F),22.1°C (71.78°F),18.0°C (64.4°F),14.0°C (57.2°F),6.58°C (43.84°F),-3.0°C (26.6°F),0.9mm | 0.04in,0.04mm | 0.0in,0.0mm | 0in,1.2mm | 0.05in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,14.19kmh | 8.82mph,7.0kmh | 4.35mph,28.0kmh | 17.4mph,20.71kmh | 12.87mph,10.0kmh | 6.21mph,0.9mb,0.04mb,0.0mb
gujarat,2014,april,42.0°C (107.6°F),38.47°C (101.25°F),36.0°C (96.8°F),38.0°C (100.4°F),34.57°C (94.23°F),31.0°C (87.8°F),29.0°C (84.2°F),25.5°C (77.9°F),22.0°C (71.6°F),17.0°C (62.6°F),12.63°C (54.73°F),5.0°C (41.0°F),0.2mm | 0.01in,0.01mm | 0.0in,0.0mm | 0in,0.3mm | 0.01in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,14.63kmh | 9.09mph,9.0kmh | 5.59mph,26.0kmh | 16.16mph,19.67kmh | 12.22mph,12.0kmh | 7.46mph,0.2mb,0.01mb,0.0mb
gujarat,2014,may,43.0°C (109.4°F),40.52°C (104.94°F),38.0°C (100.4°F),38.0°C (100.4°F),36.0°C (96.8°F),33.0°C (91.4°F),29.0°C (84.2°F),27.32°C (81.18°F),26.0°C (78.8°F),20.0°C (68.0°F),17.06°C (62.71°F),12.0°C (53.6°F),0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,26.0kmh | 16.16mph,20.06kmh | 12.46mph,11.0kmh | 6.84mph,32.0kmh | 19.88mph,25.35kmh | 15.75mph,15.0kmh | 9.32mph,0.1mb,0.0mb,0.0mb
gujarat,2014,june,43.0°C (109.4°F),38.0°C (100.4°F),32.0°C (89.6°F),38.0°C (100.4°F),34.53°C (94.15°F),31.0°C (87.8°F),30.0°C (86.0°F),28.6°C (83.48°F),27.0°C (80.6°F),24.0°C (75.2°F),21.47°C (70.65°F),18.0°C (64.4°F),2.4mm | 0.09in,0.28mm | 0.01in,0.0mm | 0in,8.3mm | 0.33in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,35.0kmh | 21.75mph,24.4kmh | 15.16mph,15.0kmh | 9.32mph,42.0kmh | 26.1mph,29.87kmh | 18.56mph,19.0kmh | 11.81mph,2.4mb,0.28mb,0.0mb
gujarat,2014,july,37.0°C (98.6°F),32.94°C (91.29°F),27.0°C (80.6°F),34.0°C (93.2°F),30.97°C (87.75°F),27.0°C (80.6°F),29.0°C (84.2°F),27.52°C (81.54°F),25.0°C (77.0°F),25.0°C (77.0°F),23.06°C (73.51°F),21.0°C (69.8°F),41.7mm | 1.64in,4.3mm | 0.17in,0.0mm | 0in,133.3mm | 5.25in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,32.0kmh | 19.88mph,21.16kmh | 13.15mph,8.0kmh | 4.97mph,42.0kmh | 26.1mph,27.13kmh | 16.86mph,9.0kmh | 5.59mph,41.7mb,4.3mb,0.0mb
gujarat,2014,august,34.0°C (93.2°F),31.45°C (88.61°F),28.0°C (82.4°F),31.0°C (87.8°F),29.39°C (84.9°F),27.0°C (80.6°F),27.0°C (80.6°F),25.71°C (78.28°F),24.0°C (75.2°F),24.0°C (75.2°F),23.06°C (73.51°F),21.0°C (69.8°F),11.6mm | 0.46in,2.53mm | 0.1in,0.0mm | 0in,78.5mm | 3.09in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,29.0kmh | 18.02mph,17.65kmh | 10.97mph,10.0kmh | 6.21mph,37.0kmh | 22.99mph,23.32kmh | 14.49mph,13.0kmh | 8.08mph,11.6mb,2.53mb,0.0mb
gujarat,2014,september,35.0°C (95.0°F),31.27°C (88.29°F),25.0°C (77.0°F),32.0°C (89.6°F),29.03°C (84.25°F),25.0°C (77.0°F),26.0°C (78.8°F),24.83°C (76.69°F),23.0°C (73.4°F),25.0°C (77.0°F),22.4°C (72.32°F),21.0°C (69.8°F),25.4mm | 1.0in,2.66mm | 0.1in,0.0mm | 0in,79.9mm | 3.15in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,23.0kmh | 14.29mph,13.4kmh | 8.33mph,8.0kmh | 4.97mph,32.0kmh | 19.88mph,19.0kmh | 11.81mph,11.0kmh | 6.84mph,25.4mb,2.66mb,0.0mb
gujarat,2014,october,38.0°C (100.4°F),35.77°C (96.39°F),32.0°C (89.6°F),35.0°C (95.0°F),32.9°C (91.22°F),30.0°C (86.0°F),28.0°C (82.4°F),26.1°C (78.98°F),24.0°C (75.2°F),21.0°C (69.8°F),13.74°C (56.73°F),8.0°C (46.4°F),2.2mm | 0.09in,0.1mm | 0.0in,0.0mm | 0in,3.2mm | 0.13in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,9.52kmh | 5.92mph,5.0kmh | 3.11mph,22.0kmh | 13.67mph,14.48kmh | 9.0mph,7.0kmh | 4.35mph,2.2mb,0.1mb,0.0mb
gujarat,2014,november,35.0°C (95.0°F),33.3°C (91.94°F),31.0°C (87.8°F),32.0°C (89.6°F),30.5°C (86.9°F),28.0°C (82.4°F),27.0°C (80.6°F),24.17°C (75.51°F),21.0°C (69.8°F),19.0°C (66.2°F),13.3°C (55.94°F),8.0°C (46.4°F),1.8mm | 0.07in,0.14mm | 0.01in,0.0mm | 0in,4.2mm | 0.17in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,9.37kmh | 5.82mph,5.0kmh | 3.11mph,27.0kmh | 16.78mph,14.27kmh | 8.87mph,6.0kmh | 3.73mph,1.8mb,0.14mb,0.0mb
gujarat,2014,december,32.0°C (89.6°F),28.52°C (83.34°F),26.0°C (78.8°F),29.0°C (84.2°F),24.68°C (76.42°F),22.0°C (71.6°F),23.0°C (73.4°F),18.03°C (64.45°F),15.0°C (59.0°F),11.0°C (51.8°F),3.23°C (37.81°F),-3.0°C (26.6°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,14.16kmh | 8.8mph,8.0kmh | 4.97mph,34.0kmh | 21.13mph,24.23kmh | 15.06mph,14.0kmh | 8.7mph,0.0mb,0.0mb,0.0mb
gujarat,2015,january,29.0°C (84.2°F),26.87°C (80.37°F),24.0°C (75.2°F),25.0°C (77.0°F),23.1°C (73.58°F),20.0°C (68.0°F),19.0°C (66.2°F),16.42°C (61.56°F),14.0°C (57.2°F),14.0°C (57.2°F),5.84°C (42.51°F),-1.0°C (30.2°F),0.6mm | 0.02in,0.02mm | 0.0in,0.0mm | 0in,0.6mm | 0.02in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,13.9kmh | 8.64mph,9.0kmh | 5.59mph,32.0kmh | 19.88mph,22.65kmh | 14.07mph,14.0kmh | 8.7mph,0.6mb,0.02mb,0.0mb
gujarat,2015,february,36.0°C (96.8°F),31.0°C (87.8°F),28.0°C (82.4°F),33.0°C (91.4°F),27.11°C (80.8°F),24.0°C (75.2°F),25.0°C (77.0°F),19.71°C (67.48°F),17.0°C (62.6°F),15.0°C (59.0°F),7.25°C (45.05°F),-2.0°C (28.4°F),0.8mm | 0.03in,0.03mm | 0.0in,0.0mm | 0in,0.8mm | 0.03in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,22.0kmh | 13.67mph,13.36kmh | 8.3mph,8.0kmh | 4.97mph,35.0kmh | 21.75mph,20.68kmh | 12.85mph,12.0kmh | 7.46mph,0.8mb,0.03mb,0.0mb
gujarat,2015,march,41.0°C (105.8°F),34.55°C (94.19°F),26.0°C (78.8°F),37.0°C (98.6°F),30.94°C (87.69°F),23.0°C (73.4°F),30.0°C (86.0°F),23.55°C (74.39°F),18.0°C (64.4°F),13.0°C (55.4°F),7.84°C (46.11°F),-3.0°C (26.6°F),0.8mm | 0.03in,0.05mm | 0.0in,0.0mm | 0in,1.7mm | 0.07in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,22.0kmh | 13.67mph,14.0kmh | 8.7mph,9.0kmh | 5.59mph,30.0kmh | 18.64mph,20.32kmh | 12.63mph,13.0kmh | 8.08mph,0.8mb,0.05mb,0.0mb
gujarat,2015,april,42.0°C (107.6°F),39.1°C (102.38°F),35.0°C (95.0°F),38.0°C (100.4°F),35.1°C (95.18°F),31.0°C (87.8°F),30.0°C (86.0°F),26.8°C (80.24°F),24.0°C (75.2°F),17.0°C (62.6°F),12.93°C (55.27°F),8.0°C (46.4°F),0.5mm | 0.02in,0.02mm | 0.0in,0.0mm | 0in,0.5mm | 0.02in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,26.0kmh | 16.16mph,19.07kmh | 11.85mph,10.0kmh | 6.21mph,34.0kmh | 21.13mph,25.07kmh | 15.58mph,14.0kmh | 8.7mph,0.5mb,0.02mb,0.0mb
gujarat,2015,may,42.0°C (107.6°F),40.71°C (105.28°F),39.0°C (102.2°F),39.0°C (102.2°F),36.48°C (97.66°F),35.0°C (95.0°F),30.0°C (86.0°F),28.1°C (82.58°F),27.0°C (80.6°F),22.0°C (71.6°F),17.13°C (62.83°F),10.0°C (50.0°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,33.0kmh | 20.51mph,22.65kmh | 14.07mph,16.0kmh | 9.94mph,40.0kmh | 24.85mph,28.61kmh | 17.78mph,20.0kmh | 12.43mph,0.0mb,0.0mb,0.0mb
gujarat,2015,june,42.0°C (107.6°F),36.43°C (97.57°F),29.0°C (84.2°F),37.0°C (98.6°F),33.77°C (92.79°F),28.0°C (82.4°F),31.0°C (87.8°F),28.73°C (83.71°F),27.0°C (80.6°F),25.0°C (77.0°F),21.87°C (71.37°F),18.0°C (64.4°F),32.6mm | 1.28in,2.51mm | 0.1in,0.0mm | 0in,75.4mm | 2.97in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,36.0kmh | 22.37mph,21.93kmh | 13.63mph,11.0kmh | 6.84mph,60.0kmh | 37.28mph,27.87kmh | 17.32mph,16.0kmh | 9.94mph,32.6mb,2.51mb,0.0mb
gujarat,2015,july,35.0°C (95.0°F),31.26°C (88.27°F),26.0°C (78.8°F),32.0°C (89.6°F),29.71°C (85.48°F),26.0°C (78.8°F),28.0°C (82.4°F),27.23°C (81.01°F),25.0°C (77.0°F),25.0°C (77.0°F),23.13°C (73.63°F),22.0°C (71.6°F),40.4mm | 1.59in,3.62mm | 0.14in,0.0mm | 0in,112.1mm | 4.41in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,48.0kmh | 29.83mph,28.03kmh | 17.42mph,12.0kmh | 7.46mph,73.0kmh | 45.36mph,36.74kmh | 22.83mph,16.0kmh | 9.94mph,40.4mb,3.62mb,0.0mb
gujarat,2015,august,34.0°C (93.2°F),30.45°C (86.81°F),28.0°C (82.4°F),31.0°C (87.8°F),28.84°C (83.91°F),27.0°C (80.6°F),27.0°C (80.6°F),25.68°C (78.22°F),25.0°C (77.0°F),24.0°C (75.2°F),22.84°C (73.11°F),22.0°C (71.6°F),2.2mm | 0.09in,0.58mm | 0.02in,0.0mm | 0in,18.1mm | 0.71in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,27.0kmh | 16.78mph,19.13kmh | 11.89mph,12.0kmh | 7.46mph,37.0kmh | 22.99mph,25.45kmh | 15.81mph,15.0kmh | 9.32mph,2.2mb,0.58mb,0.0mb
gujarat,2015,september,37.0°C (98.6°F),32.5°C (90.5°F),30.0°C (86.0°F),34.0°C (93.2°F),30.1°C (86.18°F),28.0°C (82.4°F),28.0°C (82.4°F),25.27°C (77.49°F),23.0°C (73.4°F),25.0°C (77.0°F),21.57°C (70.83°F),15.0°C (59.0°F),16.2mm | 0.64in,1.44mm | 0.06in,0.0mm | 0in,43.1mm | 1.7in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,14.13kmh | 8.78mph,8.0kmh | 4.97mph,30.0kmh | 18.64mph,19.63kmh | 12.2mph,11.0kmh | 6.84mph,16.2mb,1.44mb,0.0mb
gujarat,2015,october,38.0°C (100.4°F),36.06°C (96.91°F),31.0°C (87.8°F),35.0°C (95.0°F),33.39°C (92.1°F),28.0°C (82.4°F),30.0°C (86.0°F),27.23°C (81.01°F),22.0°C (71.6°F),21.0°C (69.8°F),14.0°C (57.2°F),4.0°C (39.2°F),1.9mm | 0.07in,0.12mm | 0.0in,0.0mm | 0in,3.8mm | 0.15in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,10.48kmh | 6.51mph,6.0kmh | 3.73mph,31.0kmh | 19.26mph,15.9kmh | 9.88mph,8.0kmh | 4.97mph,1.9mb,0.12mb,0.0mb
gujarat,2015,november,35.0°C (95.0°F),33.37°C (92.07°F),29.0°C (84.2°F),32.0°C (89.6°F),30.17°C (86.31°F),25.0°C (77.0°F),27.0°C (80.6°F),24.1°C (75.38°F),20.0°C (68.0°F),15.0°C (59.0°F),9.43°C (48.97°F),-1.0°C (30.2°F),0.6mm | 0.02in,0.03mm | 0.0in,0.0mm | 0in,1.0mm | 0.04in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,11.67kmh | 7.25mph,5.0kmh | 3.11mph,28.0kmh | 17.4mph,18.57kmh | 11.54mph,7.0kmh | 4.35mph,0.6mb,0.03mb,0.0mb
gujarat,2015,december,33.0°C (91.4°F),29.19°C (84.54°F),25.0°C (77.0°F),29.0°C (84.2°F),25.39°C (77.7°F),21.0°C (69.8°F),23.0°C (73.4°F),18.68°C (65.62°F),14.0°C (57.2°F),13.0°C (55.4°F),2.48°C (36.46°F),-3.0°C (26.6°F),0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,18.0kmh | 11.18mph,13.06kmh | 8.12mph,9.0kmh | 5.59mph,31.0kmh | 19.26mph,22.16kmh | 13.77mph,15.0kmh | 9.32mph,0.1mb,0.0mb,0.0mb
gujarat,2016,january,32.0°C (89.6°F),28.45°C (83.21°F),26.0°C (78.8°F),27.0°C (80.6°F),24.52°C (76.14°F),22.0°C (71.6°F),21.0°C (69.8°F),17.81°C (64.06°F),15.0°C (59.0°F),15.0°C (59.0°F),6.1°C (42.98°F),-3.0°C (26.6°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,11.0kmh | 6.84mph,7.0kmh | 4.35mph,27.0kmh | 16.78mph,18.58kmh | 11.55mph,11.0kmh | 6.84mph,0.0mb,0.0mb,0.0mb
gujarat,2016,february,37.0°C (98.6°F),31.24°C (88.23°F),27.0°C (80.6°F),33.0°C (91.4°F),27.38°C (81.28°F),24.0°C (75.2°F),24.0°C (75.2°F),19.79°C (67.62°F),17.0°C (62.6°F),17.0°C (62.6°F),2.9°C (37.22°F),-5.0°C (23.0°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,18.0kmh | 11.18mph,13.93kmh | 8.66mph,10.0kmh | 6.21mph,29.0kmh | 18.02mph,22.62kmh | 14.06mph,14.0kmh | 8.7mph,0.0mb,0.0mb,0.0mb
gujarat,2016,march,39.0°C (102.2°F),35.52°C (95.94°F),31.0°C (87.8°F),35.0°C (95.0°F),31.81°C (89.26°F),28.0°C (82.4°F),27.0°C (80.6°F),24.26°C (75.67°F),21.0°C (69.8°F),15.0°C (59.0°F),9.19°C (48.54°F),1.0°C (33.8°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,13.39kmh | 8.32mph,8.0kmh | 4.97mph,25.0kmh | 15.53mph,19.35kmh | 12.02mph,13.0kmh | 8.08mph,0.0mb,0.0mb,0.0mb
gujarat,2016,april,41.0°C (105.8°F),38.13°C (100.63°F),35.0°C (95.0°F),37.0°C (98.6°F),33.9°C (93.02°F),32.0°C (89.6°F),28.0°C (82.4°F),25.57°C (78.03°F),24.0°C (75.2°F),17.0°C (62.6°F),13.3°C (55.94°F),11.0°C (51.8°F),0.1mm | 0.0in,0.01mm | 0.0in,0.0mm | 0in,0.2mm | 0.01in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,16.5kmh | 10.25mph,12.0kmh | 7.46mph,27.0kmh | 16.78mph,21.87kmh | 13.59mph,16.0kmh | 9.94mph,0.1mb,0.01mb,0.0mb
gujarat,2016,may,44.0°C (111.2°F),39.68°C (103.42°F),30.0°C (86.0°F),40.0°C (104.0°F),35.71°C (96.28°F),29.0°C (84.2°F),29.0°C (84.2°F),27.9°C (82.22°F),27.0°C (80.6°F),23.0°C (73.4°F),18.71°C (65.68°F),14.0°C (57.2°F),0.9mm | 0.04in,0.05mm | 0.0in,0.0mm | 0in,1.6mm | 0.06in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,30.0kmh | 18.64mph,20.94kmh | 13.01mph,15.0kmh | 9.32mph,37.0kmh | 22.99mph,26.26kmh | 16.32mph,19.0kmh | 11.81mph,0.9mb,0.05mb,0.0mb
gujarat,2016,june,43.0°C (109.4°F),37.67°C (99.81°F),33.0°C (91.4°F),38.0°C (100.4°F),34.23°C (93.61°F),31.0°C (87.8°F),30.0°C (86.0°F),28.2°C (82.76°F),27.0°C (80.6°F),24.0°C (75.2°F),21.87°C (71.37°F),18.0°C (64.4°F),9.4mm | 0.37in,1.36mm | 0.05in,0.0mm | 0in,40.8mm | 1.61in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,32.0kmh | 19.88mph,21.13kmh | 13.13mph,10.0kmh | 6.21mph,38.0kmh | 23.61mph,26.13kmh | 16.24mph,14.0kmh | 8.7mph,9.4mb,1.36mb,0.0mb
gujarat,2016,july,35.0°C (95.0°F),31.35°C (88.43°F),29.0°C (84.2°F),33.0°C (91.4°F),29.68°C (85.42°F),28.0°C (82.4°F),28.0°C (82.4°F),26.61°C (79.9°F),26.0°C (78.8°F),25.0°C (77.0°F),23.71°C (74.68°F),23.0°C (73.4°F),9.8mm | 0.39in,2.55mm | 0.1in,0.0mm | 0in,79.2mm | 3.12in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,24.0kmh | 14.91mph,20.19kmh | 12.55mph,12.0kmh | 7.46mph,31.0kmh | 19.26mph,26.74kmh | 16.62mph,16.0kmh | 9.94mph,9.8mb,2.55mb,0.0mb
gujarat,2016,august,33.0°C (91.4°F),29.84°C (85.71°F),26.0°C (78.8°F),30.0°C (86.0°F),28.29°C (82.92°F),26.0°C (78.8°F),28.0°C (82.4°F),25.55°C (77.99°F),25.0°C (77.0°F),25.0°C (77.0°F),23.29°C (73.92°F),22.0°C (71.6°F),14.1mm | 0.56in,2.07mm | 0.08in,0.0mm | 0in,64.3mm | 2.53in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,29.0kmh | 18.02mph,19.61kmh | 12.19mph,12.0kmh | 7.46mph,37.0kmh | 22.99mph,26.68kmh | 16.58mph,17.0kmh | 10.56mph,14.1mb,2.07mb,0.0mb
gujarat,2016,september,36.0°C (96.8°F),32.43°C (90.37°F),29.0°C (84.2°F),32.0°C (89.6°F),29.47°C (85.05°F),27.0°C (80.6°F),26.0°C (78.8°F),24.63°C (76.33°F),23.0°C (73.4°F),24.0°C (75.2°F),21.87°C (71.37°F),21.0°C (69.8°F),3.2mm | 0.13in,0.41mm | 0.02in,0.0mm | 0in,12.4mm | 0.49in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,15.9kmh | 9.88mph,7.0kmh | 4.35mph,27.0kmh | 16.78mph,21.83kmh | 13.56mph,11.0kmh | 6.84mph,3.2mb,0.41mb,0.0mb
gujarat,2016,october,35.0°C (95.0°F),33.77°C (92.79°F),31.0°C (87.8°F),32.0°C (89.6°F),30.26°C (86.47°F),29.0°C (84.2°F),26.0°C (78.8°F),24.13°C (75.43°F),22.0°C (71.6°F),24.0°C (75.2°F),17.35°C (63.23°F),6.0°C (42.8°F),5.1mm | 0.2in,0.65mm | 0.03in,0.0mm | 0in,20.1mm | 0.79in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,9.81kmh | 6.1mph,5.0kmh | 3.11mph,22.0kmh | 13.67mph,14.16kmh | 8.8mph,7.0kmh | 4.35mph,5.1mb,0.65mb,0.0mb
gujarat,2016,november,34.0°C (93.2°F),33.17°C (91.71°F),32.0°C (89.6°F),30.0°C (86.0°F),28.93°C (84.07°F),27.0°C (80.6°F),23.0°C (73.4°F),21.13°C (70.03°F),20.0°C (68.0°F),11.0°C (51.8°F),5.57°C (42.03°F),2.0°C (35.6°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,9.1kmh | 5.65mph,4.0kmh | 2.49mph,24.0kmh | 14.91mph,15.53kmh | 9.65mph,5.0kmh | 3.11mph,0.0mb,0.0mb,0.0mb
gujarat,2016,december,33.0°C (91.4°F),31.23°C (88.21°F),29.0°C (84.2°F),28.0°C (82.4°F),26.45°C (79.61°F),23.0°C (73.4°F),21.0°C (69.8°F),18.81°C (65.86°F),16.0°C (60.8°F),15.0°C (59.0°F),6.19°C (43.14°F),-4.0°C (24.8°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,10.71kmh | 6.65mph,6.0kmh | 3.73mph,27.0kmh | 16.78mph,18.61kmh | 11.56mph,10.0kmh | 6.21mph,0.0mb,0.0mb,0.0mb
gujarat,2017,january,33.0°C (91.4°F),28.45°C (83.21°F),25.0°C (77.0°F),28.0°C (82.4°F),23.87°C (74.97°F),20.0°C (68.0°F),20.0°C (68.0°F),16.68°C (62.02°F),13.0°C (55.4°F),16.0°C (60.8°F),5.77°C (42.39°F),-4.0°C (24.8°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,18.0kmh | 11.18mph,11.26kmh | 7.0mph,5.0kmh | 3.11mph,30.0kmh | 18.64mph,19.32kmh | 12.0mph,10.0kmh | 6.21mph,0.0mb,0.0mb,0.0mb
gujarat,2017,february,36.0°C (96.8°F),32.11°C (89.8°F),26.0°C (78.8°F),32.0°C (89.6°F),27.5°C (81.5°F),22.0°C (71.6°F),24.0°C (75.2°F),19.11°C (66.4°F),14.0°C (57.2°F),14.0°C (57.2°F),4.18°C (39.52°F),-4.0°C (24.8°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,11.93kmh | 7.41mph,6.0kmh | 3.73mph,32.0kmh | 19.88mph,19.61kmh | 12.19mph,11.0kmh | 6.84mph,0.0mb,0.0mb,0.0mb
gujarat,2017,march,41.0°C (105.8°F),35.26°C (95.47°F),30.0°C (86.0°F),35.0°C (95.0°F),30.71°C (87.28°F),26.0°C (78.8°F),26.0°C (78.8°F),21.97°C (71.55°F),17.0°C (62.6°F),15.0°C (59.0°F),6.58°C (43.84°F),-11.0°C (12.2°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,14.03kmh | 8.72mph,8.0kmh | 4.97mph,29.0kmh | 18.02mph,21.52kmh | 13.37mph,13.0kmh | 8.08mph,0.0mb,0.0mb,0.0mb
gujarat,2017,april,43.0°C (109.4°F),39.67°C (103.41°F),35.0°C (95.0°F),38.0°C (100.4°F),34.67°C (94.41°F),31.0°C (87.8°F),27.0°C (80.6°F),24.8°C (76.64°F),22.0°C (71.6°F),18.0°C (64.4°F),10.6°C (51.08°F),-9.0°C (15.8°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,24.0kmh | 14.91mph,18.67kmh | 11.6mph,12.0kmh | 7.46mph,32.0kmh | 19.88mph,25.93kmh | 16.11mph,19.0kmh | 11.81mph,0.0mb,0.0mb,0.0mb
