region,year,month,temp_max_C,temp_avg_daily_max_C,temp_min_daily_max_C,temp_max_daily_avg_C,temp_avg_C,temp_min_daily_avg_C,temp_max_daily_min_C,temp_avg_daily_min_C,temp_min_C,dew_pt_max_C,dew_pt_avg_C,dew_pt_min_C,precipitation_max_mm,precipitation_avg_mm,precipitation_min_mm,precipitation_sum_mm,snow_depth_max_mm,snow_depth_avg_mm,snow_depth_min_mm,snow_depth_sum_mm,wind_max_kmh,wind_avg_kmh,wind_min_kmh,gust_max_kmh,gust_avg_kmh,gust_min_kmh,sea_level_preassure_max_mb,sea_level_preassure_avg_mb,sea_level_preassure_min_mb
punjab,2018,july,48.0,42.26,38.0,45.0,40.1,36.0,38.0,34.9,31.0,23.0,19.81,14.0,4.7,0.91,0.0,28.2,0.0,0.0,0.0,0.0,18.0,10.65,5.0,22.0,12.87,5.0,4.7,0.91,0.0
punjab,2018,august,44.0,41.71,38.0,41.0,39.19,35.0,35.0,33.19,28.0,22.0,19.29,15.0,7.4,0.56,0.0,17.4,0.0,0.0,0.0,0.0,17.0,11.48,5.0,22.0,14.61,6.0,7.4,0.56,0.0
punjab,2018,september,45.0,40.5,36.0,41.0,37.13,31.0,32.0,29.1,24.0,20.0,14.97,8.0,2.0,0.12,0.0,3.6,0.0,0.0,0.0,0.0,15.0,9.43,5.0,21.0,12.73,6.0,2.0,0.12,0.0
punjab,2018,october,44.0,37.29,35.0,39.0,33.13,30.0,29.0,24.87,21.0,10.0,4.32,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.52,3.0,17.0,9.19,4.0,0.0,0.0,0.0
punjab,2018,november,35.0,31.17,28.0,31.0,26.7,25.0,23.0,19.7,17.0,9.0,0.97,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.53,3.0,18.0,11.5,4.0,0.0,0.0,0.0
punjab,2018,december,31.0,25.61,21.0,26.0,21.06,17.0,20.0,14.71,10.0,6.0,-2.9,-10.0,0.8,0.05,0.0,1.5,0.0,0.0,0.0,0.0,11.0,5.84,3.0,17.0,8.55,4.0,0.8,0.05,0.0
punjab,2019,january,24.0,21.48,15.0,20.0,17.16,13.0,14.0,11.1,9.0,10.0,-0.71,-7.0,6.9,0.52,0.0,16.1,0.0,0.0,0.0,0.0,12.0,8.03,4.0,18.0,13.23,7.0,6.9,0.52,0.0
punjab,2019,february,27.0,22.43,18.0,22.0,18.46,14.0,15.0,11.68,8.0,12.0,4.5,-2.0,35.1,1.98,0.0,55.3,0.0,0.0,0.0,0.0,13.0,8.39,4.0,20.0,13.36,8.0,35.1,1.98,0.0
punjab,2019,march,39.0,28.29,15.0,34.0,24.26,14.0,23.0,15.87,11.0,12.0,6.29,3.0,9.4,0.87,0.0,27.0,0.0,0.0,0.0,0.0,16.0,9.87,5.0,25.0,15.71,8.0,9.4,0.87,0.0
punjab,2019,april,44.0,38.83,26.0,40.0,35.0,24.0,30.0,25.6,20.0,15.0,7.97,-3.0,15.4,1.31,0.0,39.4,0.0,0.0,0.0,0.0,18.0,11.23,4.0,27.0,17.37,6.0,15.4,1.31,0.0
punjab,2019,may,51.0,41.87,34.0,46.0,38.87,31.0,36.0,30.61,27.0,16.0,7.52,-3.0,4.5,0.73,0.0,22.5,0.0,0.0,0.0,0.0,16.0,11.29,7.0,21.0,15.97,9.0,4.5,0.73,0.0
punjab,2019,june,50.0,45.3,40.0,47.0,42.2,36.0,38.0,34.17,30.0,18.0,10.27,-1.0,7.4,0.75,0.0,22.6,0.0,0.0,0.0,0.0,22.0,12.5,6.0,31.0,17.3,8.0,7.4,0.75,0.0
punjab,2019,july,52.0,43.52,36.0,47.0,40.32,34.0,38.0,33.45,27.0,23.0,19.16,12.0,20.4,2.34,0.0,72.4,0.0,0.0,0.0,0.0,22.0,13.77,8.0,28.0,18.26,10.0,20.4,2.34,0.0
punjab,2019,august,46.0,41.61,37.0,41.0,38.81,34.0,34.0,31.58,27.0,23.0,19.55,14.0,6.3,1.06,0.0,32.9,0.0,0.0,0.0,0.0,18.0,11.68,7.0,23.0,15.87,10.0,6.3,1.06,0.0
punjab,2019,september,50.0,42.73,38.0,43.0,38.57,33.0,33.0,29.4,25.0,22.0,17.2,13.0,5.1,0.38,0.0,11.4,0.0,0.0,0.0,0.0,18.0,12.3,7.0,25.0,18.07,11.0,5.1,0.38,0.0
punjab,2019,october,41.0,36.84,33.0,36.0,32.84,29.0,27.0,24.55,21.0,17.0,8.97,4.0,2.4,0.32,0.0,10.0,0.0,0.0,0.0,0.0,18.0,8.48,6.0,25.0,12.26,8.0,2.4,0.32,0.0
punjab,2019,november,35.0,28.5,24.0,30.0,24.77,21.0,24.0,18.97,15.0,13.0,6.53,-0.0,5.6,0.35,0.0,10.5,0.0,0.0,0.0,0.0,14.0,7.57,2.0,22.0,11.57,4.0,5.6,0.35,0.0
punjab,2019,december,30.0,23.32,16.0,25.0,19.29,14.0,18.0,13.68,7.0,8.0,-1.39,-10.0,5.2,0.17,0.0,5.4,0.0,0.0,0.0,0.0,12.0,5.55,3.0,18.0,8.42,4.0,5.2,0.17,0.0
punjab,2020,january,23.0,18.23,11.0,18.0,14.84,11.0,12.0,10.06,4.0,10.0,3.0,-5.0,15.4,1.74,0.0,54.0,0.0,0.0,0.0,0.0,15.0,7.87,4.0,21.0,12.35,5.0,15.4,1.74,0.0
punjab,2020,february,34.0,26.45,18.0,27.0,21.45,15.0,17.0,13.9,9.0,12.0,2.28,-7.0,2.4,0.16,0.0,4.5,0.0,0.0,0.0,0.0,18.0,8.72,3.0,29.0,14.03,5.0,2.4,0.16,0.0
punjab,2020,march,32.0,26.65,18.0,27.0,22.61,17.0,21.0,16.29,10.0,15.0,11.06,7.0,28.4,3.56,0.0,110.3,0.0,0.0,0.0,0.0,21.0,10.03,5.0,35.0,15.9,7.0,28.4,3.56,0.0
punjab,2020,april,43.0,35.7,26.0,38.0,31.53,22.0,31.0,24.27,16.0,14.0,9.6,4.0,13.4,1.1,0.0,32.9,0.0,0.0,0.0,0.0,20.0,10.13,4.0,32.0,14.9,5.0,13.4,1.1,0.0
punjab,2020,may,48.0,42.45,36.0,45.0,38.13,31.0,38.0,30.71,24.0,17.0,8.52,1.0,33.2,1.81,0.0,56.1,0.0,0.0,0.0,0.0,20.0,11.55,6.0,28.0,16.13,8.0,33.2,1.81,0.0
punjab,2020,june,51.0,45.8,38.0,46.0,42.0,35.0,38.0,35.37,29.0,17.0,12.07,-3.0,3.2,0.26,0.0,7.8,0.0,0.0,0.0,0.0,23.0,14.13,5.0,32.0,19.4,7.0,3.2,0.26,0.0
punjab,2020,july,53.0,45.0,36.0,49.0,41.23,33.0,41.0,34.9,26.0,22.0,17.55,9.0,19.6,1.41,0.0,43.7,0.0,0.0,0.0,0.0,22.0,13.81,7.0,30.0,18.9,10.0,19.6,1.41,0.0
punjab,2020,august,51.0,41.87,34.0,46.0,38.55,32.0,38.0,33.0,25.0,25.0,20.94,15.0,17.0,1.77,0.0,55.0,0.0,0.0,0.0,0.0,19.0,12.29,6.0,26.0,16.55,9.0,17.0,1.77,0.0
punjab,2020,september,46.0,41.47,34.0,41.0,37.27,30.0,34.0,30.33,24.0,24.0,14.03,5.0,37.5,2.06,0.0,61.9,0.0,0.0,0.0,0.0,15.0,8.37,3.0,27.0,12.23,4.0,37.5,2.06,0.0
punjab,2020,october,43.0,38.94,33.0,37.0,33.9,29.0,29.0,25.61,21.0,6.0,-0.42,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.13,5.0,18.0,10.9,7.0,0.0,0.0,0.0
punjab,2020,november,35.0,28.8,22.0,30.0,24.27,18.0,22.0,17.43,11.0,9.0,-1.27,-6.0,1.4,0.06,0.0,1.8,0.0,0.0,0.0,0.0,14.0,7.83,4.0,22.0,12.8,7.0,1.4,0.06,0.0
punjab,2020,december,32.0,23.52,17.0,26.0,19.16,13.0,20.0,13.1,7.0,8.0,-0.81,-13.0,1.9,0.08,0.0,2.6,0.0,0.0,0.0,0.0,13.0,7.74,5.0,20.0,12.55,7.0,1.9,0.08,0.0
rajasthan,2010,january,28.0,23.87,16.0,23.0,18.55,15.0,16.0,10.52,6.0,8.0,1.71,-6.0,1.1,0.04,0.0,1.3,0.0,0.0,0.0,0.0,13.0,8.97,6.0,23.0,16.16,11.0,1.1,0.04,0.0
rajasthan,2010,february,33.0,27.36,24.0,26.0,21.68,18.0,19.0,13.39,8.0,9.0,2.96,-6.0,2.0,0.11,0.0,3.1,0.0,0.0,0.0,0.0,16.0,10.14,6.0,24.0,17.54,11.0,2.0,0.11,0.0
rajasthan,2010,march,40.0,35.55,28.0,35.0,30.48,25.0,22.0,18.35,14.0,9.0,2.32,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.26,6.0,23.0,16.55,11.0,0.0,0.0,0.0
rajasthan,2010,april,44.0,40.83,38.0,39.0,35.83,32.0,28.0,22.93,19.0,7.0,1.03,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.07,6.0,28.0,17.27,11.0,0.0,0.0,0.0
rajasthan,2010,may,47.0,43.32,40.0,42.0,38.77,36.0,30.0,26.16,21.0,15.0,5.03,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.9,8.0,28.0,19.32,13.0,0.0,0.0,0.0
rajasthan,2010,june,47.0,42.23,34.0,42.0,38.47,31.0,33.0,29.27,23.0,18.0,12.1,5.0,2.9,0.11,0.0,3.3,0.0,0.0,0.0,0.0,18.0,11.5,6.0,27.0,16.6,10.0,2.9,0.11,0.0
rajasthan,2010,july,43.0,37.55,31.0,39.0,34.74,29.0,32.0,28.77,26.0,25.0,20.68,13.0,9.9,0.99,0.0,30.8,0.0,0.0,0.0,0.0,18.0,9.42,4.0,23.0,12.71,6.0,9.9,0.99,0.0
rajasthan,2010,august,37.0,32.9,25.0,33.0,30.35,25.0,27.0,25.39,24.0,25.0,23.52,20.0,14.1,2.48,0.0,77.0,0.0,0.0,0.0,0.0,13.0,7.39,3.0,18.0,11.19,6.0,14.1,2.48,0.0
rajasthan,2010,september,36.0,33.2,28.0,32.0,29.77,26.0,26.0,23.33,20.0,25.0,18.97,10.0,10.5,1.0,0.0,30.1,0.0,0.0,0.0,0.0,12.0,7.27,5.0,18.0,11.2,7.0,10.5,1.0,0.0
rajasthan,2010,october,38.0,35.03,31.0,33.0,30.35,27.0,24.0,21.52,18.0,19.0,9.77,2.0,0.3,0.02,0.0,0.6,0.0,0.0,0.0,0.0,13.0,7.94,5.0,22.0,13.94,10.0,0.3,0.02,0.0
rajasthan,2010,november,32.0,28.23,21.0,29.0,24.13,19.0,22.0,17.1,13.0,18.0,8.33,-2.0,4.6,0.62,0.0,18.5,0.0,0.0,0.0,0.0,11.0,7.03,4.0,17.0,11.83,6.0,4.6,0.62,0.0
rajasthan,2010,december,25.0,23.03,20.0,19.0,17.68,15.0,14.0,10.1,8.0,9.0,0.0,-7.0,0.8,0.03,0.0,0.8,0.0,0.0,0.0,0.0,15.0,7.55,3.0,25.0,13.48,5.0,0.8,0.03,0.0
rajasthan,2011,january,25.0,22.23,19.0,20.0,16.68,13.0,13.0,8.52,6.0,3.0,-2.29,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.19,4.0,24.0,14.97,8.0,0.0,0.0,0.0
rajasthan,2011,february,32.0,26.21,22.0,25.0,21.39,19.0,16.0,13.0,10.0,13.0,3.93,-2.0,8.9,0.45,0.0,12.5,0.0,0.0,0.0,0.0,16.0,9.54,6.0,26.0,16.71,12.0,8.9,0.45,0.0
rajasthan,2011,march,38.0,33.29,25.0,33.0,28.42,21.0,22.0,17.45,13.0,7.0,0.19,-7.0,0.9,0.05,0.0,1.4,0.0,0.0,0.0,0.0,18.0,9.77,6.0,29.0,16.0,9.0,0.9,0.05,0.0
rajasthan,2011,april,42.0,37.8,35.0,38.0,33.07,29.0,26.0,21.0,16.0,11.0,0.7,-9.0,0.9,0.04,0.0,1.3,0.0,0.0,0.0,0.0,15.0,9.03,5.0,22.0,14.53,8.0,0.9,0.04,0.0
rajasthan,2011,may,44.0,41.35,40.0,41.0,37.65,35.0,32.0,28.32,24.0,18.0,10.29,3.0,0.8,0.04,0.0,1.1,0.0,0.0,0.0,0.0,23.0,16.0,9.0,32.0,22.84,14.0,0.8,0.04,0.0
rajasthan,2011,june,46.0,39.97,34.0,43.0,37.13,31.0,34.0,30.37,28.0,23.0,16.07,4.0,8.6,1.29,0.0,38.7,0.0,0.0,0.0,0.0,27.0,17.43,8.0,33.0,22.6,12.0,8.6,1.29,0.0
rajasthan,2011,july,39.0,35.71,28.0,36.0,33.52,27.0,31.0,28.77,27.0,24.0,20.87,18.0,18.1,2.67,0.0,82.8,0.0,0.0,0.0,0.0,24.0,14.26,7.0,29.0,18.48,9.0,18.1,2.67,0.0
rajasthan,2011,august,36.0,32.68,27.0,33.0,30.52,26.0,29.0,26.35,24.0,25.0,23.32,22.0,43.8,6.69,0.0,207.4,0.0,0.0,0.0,0.0,17.0,11.61,6.0,24.0,16.39,8.0,43.8,6.69,0.0
rajasthan,2011,september,34.0,32.13,29.0,31.0,29.33,27.0,27.0,24.37,22.0,24.0,21.23,15.0,13.5,1.74,0.0,52.1,0.0,0.0,0.0,0.0,18.0,13.6,10.0,26.0,20.23,13.0,13.5,1.74,0.0
rajasthan,2011,october,35.0,32.68,30.0,31.0,29.26,27.0,25.0,21.58,17.0,16.0,7.32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.97,4.0,26.0,15.13,7.0,0.0,0.0,0.0
rajasthan,2011,november,31.0,29.47,26.0,28.0,25.73,22.0,21.0,18.17,14.0,9.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.43,4.0,22.0,14.6,6.0,0.0,0.0,0.0
rajasthan,2011,december,29.0,24.23,21.0,25.0,19.55,16.0,18.0,12.0,8.0,9.0,-0.52,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.13,6.0,25.0,16.52,10.0,0.0,0.0,0.0
rajasthan,2012,january,25.0,20.81,18.0,20.0,16.74,14.0,13.0,9.42,6.0,6.0,-0.52,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.74,5.0,26.0,17.45,10.0,0.0,0.0,0.0
rajasthan,2012,february,30.0,24.14,17.0,25.0,19.76,14.0,16.0,11.34,7.0,4.0,-2.62,-13.0,0.3,0.01,0.0,0.3,0.0,0.0,0.0,0.0,19.0,12.0,6.0,32.0,20.62,10.0,0.3,0.01,0.0
rajasthan,2012,march,38.0,31.65,24.0,34.0,27.42,20.0,24.0,17.13,11.0,7.0,-2.19,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,13.1,7.0,36.0,21.23,12.0,0.0,0.0,0.0
rajasthan,2012,april,39.0,36.2,32.0,35.0,33.13,29.0,26.0,24.47,22.0,12.0,4.4,-4.0,3.4,0.25,0.0,7.5,0.0,0.0,0.0,0.0,18.0,11.9,7.0,28.0,17.53,12.0,3.4,0.25,0.0
rajasthan,2012,may,44.0,40.61,36.0,41.0,37.65,33.0,32.0,28.9,23.0,11.0,5.13,-4.0,0.6,0.02,0.0,0.6,0.0,0.0,0.0,0.0,23.0,14.94,8.0,33.0,21.71,14.0,0.6,0.02,0.0
rajasthan,2012,june,45.0,41.0,38.0,40.0,37.73,35.0,33.0,30.1,28.0,19.0,15.5,11.0,0.3,0.01,0.0,0.3,0.0,0.0,0.0,0.0,28.0,19.8,10.0,34.0,25.47,13.0,0.3,0.01,0.0
rajasthan,2012,july,45.0,37.71,31.0,42.0,35.26,31.0,34.0,29.45,27.0,24.0,19.84,9.0,18.1,1.65,0.0,51.3,0.0,0.0,0.0,0.0,25.0,16.06,9.0,30.0,20.58,12.0,18.1,1.65,0.0
rajasthan,2012,august,38.0,33.23,28.0,34.0,30.58,27.0,29.0,26.23,24.0,24.0,21.68,19.0,10.6,1.29,0.0,39.9,0.0,0.0,0.0,0.0,23.0,11.0,4.0,28.0,14.61,5.0,10.6,1.29,0.0
rajasthan,2012,september,36.0,33.3,29.0,34.0,30.73,28.0,28.0,25.23,23.0,23.0,18.1,10.0,10.5,0.87,0.0,26.1,0.0,0.0,0.0,0.0,22.0,10.9,6.0,30.0,16.03,9.0,10.5,0.87,0.0
rajasthan,2012,october,36.0,33.29,29.0,33.0,29.84,26.0,26.0,22.0,17.0,9.0,5.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.45,5.0,20.0,14.13,9.0,0.0,0.0,0.0
rajasthan,2012,november,31.0,27.9,24.0,27.0,24.0,19.0,19.0,16.0,13.0,6.0,0.3,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.83,5.0,24.0,13.73,8.0,0.0,0.0,0.0
rajasthan,2012,december,27.0,23.74,18.0,22.0,19.26,14.0,16.0,12.0,8.0,8.0,-1.77,-9.0,0.6,0.02,0.0,0.6,0.0,0.0,0.0,0.0,17.0,9.55,5.0,28.0,16.94,9.0,0.6,0.02,0.0
rajasthan,2013,january,28.0,21.97,18.0,23.0,17.68,14.0,16.0,10.55,7.0,6.0,-2.77,-12.0,8.4,0.32,0.0,9.9,0.0,0.0,0.0,0.0,15.0,8.68,5.0,22.0,15.16,10.0,8.4,0.32,0.0
rajasthan,2013,february,29.0,24.54,20.0,25.0,21.29,17.0,18.0,14.64,12.0,9.0,3.93,-2.0,10.6,0.81,0.0,22.7,0.0,0.0,0.0,0.0,18.0,12.11,6.0,27.0,19.43,11.0,10.6,0.81,0.0
rajasthan,2013,march,35.0,32.13,26.0,32.0,28.48,22.0,24.0,19.94,14.0,8.0,1.71,-6.0,0.8,0.05,0.0,1.5,0.0,0.0,0.0,0.0,16.0,11.06,6.0,24.0,17.65,10.0,0.8,0.05,0.0
rajasthan,2013,april,39.0,36.5,34.0,36.0,33.6,30.0,28.0,25.07,22.0,10.0,3.5,-6.0,1.1,0.07,0.0,2.1,0.0,0.0,0.0,0.0,22.0,11.9,8.0,31.0,17.6,12.0,1.1,0.07,0.0
rajasthan,2013,may,44.0,41.61,38.0,41.0,38.1,34.0,31.0,28.84,24.0,16.0,3.48,-12.0,0.2,0.01,0.0,0.2,0.0,0.0,0.0,0.0,24.0,17.74,7.0,34.0,26.06,11.0,0.2,0.01,0.0
rajasthan,2013,june,45.0,40.5,37.0,42.0,37.8,35.0,33.0,31.43,29.0,21.0,16.4,7.0,11.9,0.79,0.0,23.6,0.0,0.0,0.0,0.0,25.0,15.9,9.0,31.0,20.57,11.0,11.9,0.79,0.0
rajasthan,2013,july,39.0,36.74,32.0,37.0,34.52,31.0,32.0,29.87,28.0,23.0,21.45,19.0,19.1,4.0,0.0,124.0,0.0,0.0,0.0,0.0,18.0,11.48,6.0,23.0,14.42,8.0,19.1,4.0,0.0
rajasthan,2013,august,37.0,33.52,28.0,35.0,31.26,27.0,30.0,26.55,25.0,24.0,22.16,20.0,26.8,6.65,0.0,206.3,0.0,0.0,0.0,0.0,19.0,12.55,7.0,26.0,17.23,10.0,26.8,6.65,0.0
rajasthan,2013,september,39.0,35.37,29.0,36.0,32.4,28.0,28.0,26.0,24.0,22.0,17.13,9.0,17.8,1.61,0.0,48.3,0.0,0.0,0.0,0.0,18.0,11.87,7.0,25.0,17.43,11.0,17.8,1.61,0.0
rajasthan,2013,october,36.0,33.35,31.0,32.0,30.39,28.0,27.0,23.97,21.0,20.0,11.61,1.0,9.7,0.61,0.0,19.0,0.0,0.0,0.0,0.0,15.0,10.16,5.0,24.0,15.74,8.0,9.7,0.61,0.0
rajasthan,2013,november,31.0,28.43,26.0,28.0,24.57,23.0,23.0,17.7,16.0,8.0,1.9,-5.0,0.6,0.03,0.0,0.9,0.0,0.0,0.0,0.0,12.0,9.23,5.0,21.0,16.0,10.0,0.6,0.03,0.0
rajasthan,2013,december,28.0,24.42,18.0,24.0,20.06,15.0,17.0,13.45,8.0,9.0,1.55,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.35,4.0,26.0,16.68,7.0,0.0,0.0,0.0
rajasthan,2014,january,25.0,21.52,18.0,21.0,17.52,13.0,15.0,10.71,6.0,12.0,1.61,-9.0,2.8,0.1,0.0,3.2,0.0,0.0,0.0,0.0,20.0,10.06,5.0,31.0,17.84,10.0,2.8,0.1,0.0
rajasthan,2014,february,29.0,24.39,20.0,24.0,20.71,17.0,17.0,13.57,9.0,10.0,2.54,-6.0,1.6,0.1,0.0,2.9,0.0,0.0,0.0,0.0,20.0,12.11,6.0,30.0,19.89,10.0,1.6,0.1,0.0
rajasthan,2014,march,36.0,30.48,23.0,31.0,27.1,21.0,23.0,18.87,14.0,11.0,2.71,-2.0,0.7,0.06,0.0,1.8,0.0,0.0,0.0,0.0,22.0,12.03,7.0,34.0,19.1,11.0,0.7,0.06,0.0
rajasthan,2014,april,42.0,36.6,33.0,39.0,33.5,29.0,30.0,24.87,21.0,12.0,2.93,-5.0,2.2,0.08,0.0,2.3,0.0,0.0,0.0,0.0,18.0,11.83,7.0,26.0,18.03,11.0,2.2,0.08,0.0
rajasthan,2014,may,44.0,39.39,35.0,41.0,36.84,33.0,32.0,29.06,26.0,16.0,8.55,1.0,6.5,0.28,0.0,8.8,0.0,0.0,0.0,0.0,22.0,14.16,10.0,30.0,19.61,13.0,6.5,0.28,0.0
rajasthan,2014,june,46.0,41.4,37.0,42.0,38.43,35.0,34.0,31.33,28.0,21.0,14.37,2.0,1.5,0.06,0.0,1.9,0.0,0.0,0.0,0.0,28.0,20.07,11.0,34.0,26.0,16.0,1.5,0.06,0.0
rajasthan,2014,july,41.0,37.29,30.0,39.0,35.16,30.0,33.0,29.84,27.0,24.0,19.77,15.0,9.7,1.68,0.0,52.1,0.0,0.0,0.0,0.0,24.0,15.29,5.0,29.0,19.48,7.0,9.7,1.68,0.0
rajasthan,2014,august,38.0,34.45,28.0,35.0,32.1,27.0,29.0,27.0,25.0,24.0,20.81,15.0,15.9,2.18,0.0,67.7,0.0,0.0,0.0,0.0,24.0,12.52,6.0,32.0,17.29,8.0,15.9,2.18,0.0
rajasthan,2014,september,37.0,33.87,31.0,33.0,31.0,29.0,28.0,24.97,23.0,23.0,19.03,15.0,9.2,1.08,0.0,32.3,0.0,0.0,0.0,0.0,21.0,13.27,5.0,27.0,19.73,8.0,9.2,1.08,0.0
rajasthan,2014,october,36.0,33.61,26.0,33.0,30.16,25.0,25.0,22.48,20.0,16.0,7.74,1.0,0.5,0.02,0.0,0.5,0.0,0.0,0.0,0.0,15.0,9.55,5.0,23.0,15.68,9.0,0.5,0.02,0.0
rajasthan,2014,november,32.0,29.07,26.0,28.0,25.03,22.0,21.0,17.17,13.0,10.0,1.7,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.07,4.0,18.0,13.97,7.0,0.0,0.0,0.0
rajasthan,2014,december,28.0,23.23,20.0,23.0,18.77,16.0,17.0,11.42,8.0,9.0,-1.03,-7.0,0.2,0.01,0.0,0.2,0.0,0.0,0.0,0.0,15.0,9.45,4.0,28.0,17.13,8.0,0.2,0.01,0.0
rajasthan,2015,january,25.0,21.65,18.0,20.0,17.45,15.0,15.0,10.42,8.0,11.0,1.39,-8.0,0.6,0.05,0.0,1.5,0.0,0.0,0.0,0.0,23.0,9.65,5.0,36.0,16.03,9.0,0.6,0.05,0.0
rajasthan,2015,february,32.0,27.04,22.0,28.0,23.0,19.0,22.0,15.07,10.0,8.0,1.93,-12.0,0.3,0.03,0.0,0.9,0.0,0.0,0.0,0.0,21.0,12.11,4.0,32.0,19.82,8.0,0.3,0.03,0.0
rajasthan,2015,march,38.0,30.81,21.0,35.0,27.48,19.0,27.0,19.74,13.0,12.0,4.26,-2.0,2.5,0.13,0.0,4.1,0.0,0.0,0.0,0.0,28.0,11.68,8.0,39.0,17.84,12.0,2.5,0.13,0.0
rajasthan,2015,april,43.0,37.2,30.0,39.0,34.23,28.0,30.0,25.83,22.0,12.0,4.23,-8.0,1.5,0.08,0.0,2.3,0.0,0.0,0.0,0.0,23.0,13.53,7.0,32.0,19.2,11.0,1.5,0.08,0.0
rajasthan,2015,may,44.0,41.42,37.0,41.0,38.55,35.0,33.0,29.97,26.0,12.0,5.42,-5.0,1.7,0.06,0.0,1.8,0.0,0.0,0.0,0.0,31.0,17.23,8.0,41.0,24.39,14.0,1.7,0.06,0.0
rajasthan,2015,june,43.0,39.27,35.0,41.0,37.2,33.0,35.0,31.37,29.0,21.0,14.43,6.0,5.5,0.45,0.0,13.5,0.0,0.0,0.0,0.0,26.0,14.73,7.0,31.0,18.53,9.0,5.5,0.45,0.0
rajasthan,2015,july,38.0,34.87,28.0,36.0,32.74,26.0,31.0,28.58,25.0,22.0,21.16,18.0,13.9,3.19,0.0,98.9,0.0,0.0,0.0,0.0,33.0,19.9,7.0,44.0,24.9,9.0,13.9,3.19,0.0
rajasthan,2015,august,36.0,34.68,31.0,34.0,32.32,29.0,30.0,27.23,25.0,23.0,21.03,19.0,7.2,1.11,0.0,34.3,0.0,0.0,0.0,0.0,25.0,16.1,7.0,32.0,21.06,10.0,7.2,1.11,0.0
rajasthan,2015,september,38.0,35.07,32.0,35.0,32.4,30.0,28.0,25.67,23.0,21.0,14.53,8.0,2.7,0.28,0.0,8.5,0.0,0.0,0.0,0.0,21.0,12.17,8.0,27.0,18.2,13.0,2.7,0.28,0.0
rajasthan,2015,october,37.0,34.55,27.0,34.0,31.26,24.0,26.0,23.65,17.0,10.0,6.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.35,7.0,31.0,18.32,11.0,0.0,0.0,0.0
rajasthan,2015,november,32.0,29.7,26.0,29.0,25.73,22.0,22.0,18.77,14.0,10.0,3.67,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.27,5.0,25.0,17.9,10.0,0.0,0.0,0.0
rajasthan,2015,december,28.0,24.35,19.0,24.0,19.68,15.0,18.0,12.55,6.0,10.0,-2.23,-10.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,13.0,8.77,5.0,23.0,15.68,9.0,0.1,0.0,0.0
rajasthan,2016,january,28.0,24.32,21.0,23.0,19.71,16.0,18.0,11.81,7.0,10.0,2.45,-4.0,0.3,0.01,0.0,0.3,0.0,0.0,0.0,0.0,14.0,8.68,5.0,24.0,15.32,10.0,0.3,0.01,0.0
rajasthan,2016,february,34.0,27.52,23.0,28.0,23.03,19.0,21.0,14.0,9.0,10.0,-1.1,-11.0,0.6,0.03,0.0,0.9,0.0,0.0,0.0,0.0,18.0,10.66,5.0,30.0,18.28,9.0,0.6,0.03,0.0
rajasthan,2016,march,40.0,32.65,28.0,36.0,29.48,26.0,26.0,21.39,17.0,10.0,4.13,-3.0,1.5,0.1,0.0,3.1,0.0,0.0,0.0,0.0,18.0,11.52,7.0,26.0,17.87,10.0,1.5,0.1,0.0
rajasthan,2016,april,42.0,37.77,34.0,39.0,34.83,32.0,29.0,25.57,24.0,9.0,1.9,-11.0,0.7,0.06,0.0,1.8,0.0,0.0,0.0,0.0,21.0,12.67,8.0,29.0,18.77,12.0,0.7,0.06,0.0
rajasthan,2016,may,46.0,41.0,32.0,43.0,38.06,31.0,31.0,29.52,26.0,18.0,9.61,0.0,0.4,0.05,0.0,1.4,0.0,0.0,0.0,0.0,33.0,18.13,9.0,41.0,25.16,12.0,0.4,0.05,0.0
